23	7165	8687	6525	5318	2112	1727	8785	4827	11050	7516	3865	7188	4948	2808	5500	5195	10377	10897	3359	2464	880	8907	7511	8858	525	3963	2769	10690	918	4349	9734	4122	1719	687	9668	8766	7815	9137	10439	8369	3188	196	1112	5185	5020	6947	8985	1599	4807	7231	5917	7193	7501	7744	7339	8742	10078	7886	8456	5698	1116	8051	923	8560	11092	10611	9127	5788	4416	7974	4003	3270	3820	1163	1615	6117	6743	3591	4006	9907	7433	6907	694	9947	5013	5504	10465	1165	4462	989	6653	6726	2796	3072	6367	2019	7287	11028	1423	165
24	6776	9780	9436	10116	6115	2728	10286	4312	2314	1950	8548	10307	9368	5573	7827	5488	9979	8386	8411	9843	4298	1149	366	3120	8748	1239	3837	5121	3255	10556	2869	9848	610	8755	4691	9742	5866	9611	9589	2823	4350	5873	1348	2752	2933	924	1756	9760	3223	5194	8413	3141	2092	2173	10271	9908	10966	7353	7144	2386	8833	6907	4360	7081	4310	3518	9872	6791	9226	8065	5404	9787	4497	7245	6224	3	4177	10862	5165	10686	1416	617	4566	2680	2216	2394	1546	614	3354	1881	5950	9211	720	5082	749	4557	5674	478	1296	6849
25	8661	8295	9325	6010	10295	9350	8483	1280	635	1640	3706	6410	11074	892	3602	5881	8216	10838	2020	10403	1966	2363	10667	2554	7765	1913	6074	10527	10291	9614	4877	8327	4842	5206	3373	4261	5467	7394	4498	3884	1747	923	7596	2402	8855	2806	112	10430	4592	10470	4167	9448	7110	6214	6416	2429	769	9051	5572	4068	8505	6626	7103	5673	10275	4544	2806	7231	3429	10124	2461	10697	10907	1710	7182	3965	10275	9801	7225	9883	10640	548	8983	4175	4658	10630	5148	3433	10000	4306	8609	120	3186	9326	3002	6692	2962	3053	1535	9692
26	6794	665	8923	4473	2083	1941	8501	2459	1315	9371	9509	1263	10905	6165	6121	7816	1628	6350	9746	4308	8184	3645	6424	783	10882	846	8403	6392	8996	8331	1500	4639	1593	2434	9079	9773	10104	1005	10383	3225	4029	1772	5430	8849	7386	2555	2737	6797	8551	6743	6453	9844	3494	2615	9823	86	9327	4278	5366	6381	8333	2783	8443	10669	10290	3471	4320	1628	4134	4303	7521	8811	1151	9584	7596	9323	1780	1003	5484	1380	6518	8209	7143	5250	5246	8243	4470	3990	7108	7468	2692	3613	10672	6910	9727	4497	753	3726	1055	9223
27	3163	5574	6346	1983	2839	6979	1236	10045	5722	9733	7240	10354	9308	4384	2617	10737	1084	827	1976	6922	1140	2410	4961	2297	8386	9779	4280	5406	1155	6247	573	485	1455	5868	3275	146	893	8378	1906	2971	10529	11026	9650	6848	1118	2437	7351	7052	5365	9733	1805	10409	3903	6736	6119	10937	6871	1854	3948	3249	6638	1564	8912	11102	10139	9451	9865	5391	7493	8104	4626	5936	10707	3730	9163	2982	4542	10983	6474	1986	6332	3809	3065	10031	1833	3775	2386	998	8135	6293	4707	9186	937	9411	8516	2568	2608	706	3970	6551
28	7746	7508	6870	3385	2850	3592	4868	4324	10693	6064	10260	4700	4006	9261	10033	9219	9786	6412	7870	6486	7148	8593	5385	10453	6448	8593	1303	4861	5787	10913	1018	8217	9068	1380	8943	10468	8494	8787	10292	6388	7672	5930	775	5774	1511	7927	6185	5331	4456	9826	523	2084	1333	9897	6154	10406	9178	8366	9578	4731	848	7955	195	6120	7802	3940	7643	6525	6674	2133	6483	2088	7847	9268	4105	3322	9293	2249	7042	5316	6367	8760	5046	2336	1276	3350	1553	10855	8235	3095	11019	6924	5118	6448	10455	2463	264	5634	4296	10769
29	4015	7712	92	4264	7449	447	2430	7182	10215	2373	8447	177	5669	6070	2554	1009	424	2531	3922	10895	5468	9476	6178	3492	7057	9674	9204	7054	10858	3290	8605	3467	2210	11010	9303	7598	5946	5238	6656	5772	9766	7587	5515	2349	8634	11026	8438	9851	7261	4087	70	9620	8894	3892	10115	1399	7968	5203	6215	9208	6237	8675	10207	4145	3395	8716	9782	9622	6375	10294	8472	4076	6639	4961	3584	10221	9241	5407	9551	172	8769	1012	5738	6250	11069	10503	6103	1614	8762	5145	1296	6493	2717	4806	4833	3332	1249	3292	5571	3779
30	5679	9119	11030	1039	8440	5986	9462	6104	2411	5206	6453	2383	7627	1978	6546	8276	5327	6564	5509	7006	6349	2868	7580	971	1456	4067	8586	4410	9837	5711	8513	5110	328	10341	5238	5557	10030	2833	3871	4712	1852	6258	11004	2904	7124	8228	691	10004	10056	9640	6717	9109	8524	9023	9545	1374	7901	8516	2225	8919	1233	1392	3441	8719	6484	10564	7648	1862	8899	2695	2295	255	2490	6404	1779	8121	4328	1786	9068	4717	8305	2897	348	3613	1325	4776	9404	1297	5982	11066	7926	45	4317	3102	6267	5823	8089	3373	7539	9463
31	5367	7747	2612	6252	7804	770	10502	10542	4583	4372	5307	9852	252	7335	5911	7058	7315	4569	4716	5648	6130	2976	9497	8895	523	1421	5341	2086	11008	6885	7097	8678	6730	1852	5915	11008	3073	1076	831	4464	1971	5683	7050	7163	5310	9892	4260	3362	9202	10868	3917	6236	4440	7972	3956	2747	7839	6813	7928	7959	5568	8707	10004	5600	5613	6269	9158	2714	8411	10218	4567	5120	71	2863	10313	3180	2148	6769	5296	7671	9866	9435	5937	7300	8766	3852	8787	1801	6001	1820	3887	2077	8236	2277	10594	9133	6461	6633	5371	9571
32	1847	3422	5893	3727	7930	3777	4444	1987	730	3430	6721	4430	7019	3269	5772	1499	10465	2653	3036	3275	8583	1246	1151	10428	7221	467	5144	8625	6803	8693	2459	11074	2347	4424	9950	6152	9283	2163	8727	9387	9112	8799	4858	5575	4772	6948	6966	3257	10383	7079	4702	9840	2486	1112	10007	5698	8051	2442	3367	9493	1912	10530	557	7542	422	7283	1288	2386	9209	4306	4803	3358	5697	9603	1850	9707	7755	8039	832	953	350	9347	3321	8806	8126	7792	2817	477	9887	10211	7968	6629	9855	6614	9067	8215	1746	4303	5290	6641
33	10367	4430	3779	2941	513	2775	4894	6241	4020	9961	1958	3842	5289	5819	2620	8801	10426	3264	6260	9386	6244	130	7443	4137	3255	10391	3029	4160	10705	10472	7354	8419	1748	6090	6111	2105	1364	10378	3358	8614	7446	11087	3155	8903	1784	3546	9588	764	181	576	1934	8921	7564	9572	7683	3160	9632	2363	5996	853	1525	387	10450	7200	7963	9753	3996	2973	6138	3154	7604	6325	8051	8339	8139	5398	2068	6979	2274	7707	6122	3600	10858	6194	10020	9228	10952	1748	6646	5471	312	5589	7168	2801	514	1550	1926	9900	9723	1526
34	9914	3184	7486	9739	9832	10130	8298	2417	753	7611	7053	6091	7664	9350	6919	4947	197	5139	10840	5675	9556	4436	5757	1487	6048	7522	2199	4977	10232	3421	10699	4276	5909	9352	8377	493	10527	1292	1229	3743	9573	1934	8555	238	4513	3371	6051	965	524	10943	2853	4220	8449	5271	9162	1089	4399	4693	5140	8759	6442	4589	9779	7772	7628	9823	7676	1924	4980	9948	3685	4154	5150	6659	9321	3519	8337	5490	6466	3213	4101	1000	8968	1777	10345	10074	1238	2630	3398	9243	10435	1933	3976	8273	2856	1130	7817	793	7916	6516
35	9970	6733	7182	6687	10476	5921	7097	5279	8782	8049	6594	7512	10995	1461	1690	2559	8555	2607	8201	3526	9425	5735	3650	10111	5975	429	4738	4103	8958	6735	2350	2973	9916	10660	10500	6905	1311	10610	2264	7691	2143	8056	350	1808	7910	3322	9660	3542	5568	3918	1823	9608	657	10003	8229	4643	10207	6149	8181	4236	6014	2134	3340	72	4058	6700	466	1879	9305	6104	7922	5420	5816	4381	1543	1351	3867	9071	8560	1041	1409	9255	1417	4906	3053	1963	1723	3827	4891	9665	8698	6312	5567	3152	10783	5708	9267	9790	9064	4484
36	3579	8315	4531	8846	5270	812	3824	3835	10454	7588	7610	7975	5742	8287	6727	6481	6215	0	6455	9861	7370	2304	8309	7845	6748	2155	10188	11018	1992	7545	402	147	9757	1844	5604	7856	9130	1962	6179	277	412	8234	309	3535	2851	9891	1791	4196	8263	1947	93	9655	4547	1894	9522	2192	187	8257	4562	11019	161	6774	2586	2065	755	4114	10422	8535	10511	6085	7620	1066	644	2490	6720	10955	10966	7132	10578	5932	2171	3926	4890	2782	11052	3099	1248	7643	10812	4355	7998	4905	7765	385	10664	1704	10255	4868	270	10224
37	5490	5999	7554	8392	6863	4551	5853	9269	5383	5065	8253	6290	7566	250	7906	9065	1277	1109	10307	9620	9821	4530	2291	4932	7566	4747	10858	10820	5026	8337	6618	3516	1455	8819	5551	2357	4924	2770	8411	113	8629	7430	9377	1325	2901	10950	10827	7194	219	2386	4072	8115	2544	8342	1318	5411	5258	9511	1555	8817	3415	9271	9963	8526	2966	7788	2829	4368	3062	1333	10339	10170	5709	8721	531	5728	3365	5277	829	6757	2922	9665	1653	3771	8368	4902	8934	2552	8379	10382	6534	6510	9144	6183	3595	2909	1104	3715	10144	8894
38	3540	10437	2975	7263	3880	5884	1961	10501	4827	3503	2578	2905	10381	1506	10318	2752	8328	6089	10766	6436	10331	7297	4093	7246	8272	394	8366	7054	7385	8804	3733	6750	7458	6211	10619	3034	7772	7695	4779	6947	2573	6836	10441	4419	5979	1180	9853	9343	5841	171	5767	1780	1604	9214	6939	3119	8148	8487	8735	4885	2057	1601	5454	8530	4477	3664	6291	3257	5119	9052	4427	10450	2666	5139	6854	7837	6969	4593	956	3416	10978	10479	7023	795	1407	9490	9088	9377	3142	6859	1868	1228	9415	4610	9456	10349	2861	10591	4538	3226
39	22	7315	10020	3182	4538	9120	5129	9614	10085	452	7912	7208	4178	472	10224	608	1276	5134	10161	8447	10226	7980	9723	9278	1819	6752	6104	2323	196	15	7225	9272	3570	3366	826	9497	481	5379	3028	10448	3858	2448	9767	3452	6779	5507	8595	7963	9839	8231	3046	3991	5233	7713	5858	232	10582	9363	8294	8612	7715	2380	2694	7220	6577	4822	2107	8470	5450	10227	1020	10617	4156	9410	7030	6751	9741	2051	2864	7245	3463	7090	279	748	4323	831	3222	7583	152	7556	10174	6074	4124	4035	9088	7124	684	1630	10617	4779
40	4404	2222	10487	4062	5286	7651	2795	8224	5127	9529	8167	146	8182	8902	1009	5617	7661	5461	6260	9962	1447	3249	6624	8102	8680	1181	9104	5841	4282	8314	2066	2886	3391	9904	4567	10549	5519	4564	3357	10273	3795	10953	7499	3403	4305	5652	8423	6009	6425	10048	5625	1516	2051	7996	6851	1400	5127	7529	6942	4111	3402	4120	4050	2589	7442	5167	4570	10784	2660	3679	2184	6963	9320	4688	7203	4161	5324	9208	10219	11029	7235	9501	5308	9756	4829	794	1298	7784	3993	243	5268	3775	577	6401	9886	8531	1570	3395	6614	3830
41	10542	2565	9430	5028	6195	5492	8495	2159	1744	1304	2377	5893	2069	3590	5601	8633	7862	8116	7824	626	9224	6034	6466	3386	9365	9596	5179	10511	317	10430	1392	10134	5148	5236	9372	1896	1842	9294	8202	3053	9999	5298	2443	10006	5585	5710	841	9304	3687	3474	7047	5691	2680	6165	4849	8422	2893	6906	288	5063	6643	3578	466	3218	9392	5472	4487	9942	5563	4600	4673	5264	8774	9330	923	8678	8833	3083	6764	9397	3446	8163	1920	6307	2947	3825	4019	3095	924	1041	3073	4176	10675	10213	6748	7171	6825	4680	3057	9755
42	3619	4067	4932	3596	10892	8741	738	7987	57	4560	1808	3967	793	7232	9544	2909	8157	10147	4819	7605	6183	838	9196	1173	2697	1953	9401	546	6996	884	251	153	5331	6839	9264	9169	2529	7563	9911	4844	11072	6618	346	10007	9174	5383	464	7516	635	2307	8405	2743	1380	4657	7168	10022	6146	4637	1584	6633	1062	9418	9426	685	1574	5551	6228	7792	4659	6358	4917	6180	7573	5782	4016	5312	2437	10028	8672	128	3963	3994	2839	6877	7144	866	6143	2316	10069	1532	1316	5747	1265	3735	470	753	805	4232	7324	8269
43	5713	5302	8153	3900	10810	2146	3895	10109	7918	3940	4119	5781	3684	2728	2150	5188	1289	10685	1341	108	1633	6444	2247	4098	6031	2945	1900	4331	323	10360	4813	1864	10596	3698	3743	10652	2146	6809	4238	10699	3467	4422	2220	8483	1244	2195	7980	8528	7085	4546	7503	6817	997	2966	4250	7397	721	6359	2379	1596	1098	4961	9940	7333	1663	5679	9851	7717	3507	9227	1018	5788	4623	10866	3749	1196	2001	8429	5242	884	7818	7783	3872	1015	8196	7430	5268	3737	9418	6750	7763	1976	9521	10337	2978	1142	9057	10648	7126	221
44	7010	9793	4702	2630	8722	10963	7670	9157	10621	6025	7763	6830	1885	7665	7602	9246	10089	7952	9899	784	5541	6673	8025	10004	10062	6755	2929	3580	7553	1145	4756	5920	1862	1986	8632	3034	5896	7687	8456	8044	4333	6710	10062	5374	3431	2560	8082	1730	9487	4503	8296	8705	9180	537	2639	2805	5046	9767	5661	6432	7669	4988	7963	3672	6275	3798	2742	1957	1223	10394	5681	3220	5859	6957	3187	1362	9768	3344	5953	2819	4772	1774	10913	2675	3538	2998	2175	1934	2143	7377	1739	8456	7402	10123	8242	5004	7567	7922	10942	7274
45	7828	7114	160	7322	7592	5013	1950	4346	4330	5133	5168	8536	9188	1616	7867	9381	6453	7179	2010	4183	9635	5537	9079	2011	9931	4069	3675	4929	1560	2712	1383	7621	4255	2526	1268	9321	9623	3929	10358	6172	8391	4726	2186	4924	9023	2056	3658	9591	4076	3463	5446	5940	3633	719	4971	9755	2819	4239	1217	2753	5344	3680	8838	9274	6562	3252	1413	5873	3882	343	5863	981	10290	4032	4410	10145	10085	2033	396	6580	6093	5444	3530	9000	8770	5549	116	3904	5725	10651	5800	8708	9730	8589	8148	5451	1156	7198	8079	9259
46	7401	5051	1331	6059	9113	3434	844	10534	2117	1069	10355	9736	9404	1898	5342	4959	8737	5563	6574	630	4585	9597	10457	9263	7422	2147	3518	10095	2716	4309	7741	4142	3605	4426	1118	7293	9327	8906	2429	9136	2779	10943	601	1053	2025	605	5442	5946	11012	2507	5305	9594	5284	3781	3654	777	4977	8513	8523	1040	3856	248	8107	3102	1547	6853	5719	2411	9561	1381	4196	6219	10121	968	3416	1945	6704	53	9217	10355	5066	5244	7564	1216	6763	5250	3161	1698	6188	6222	4905	8671	8202	3054	927	1962	93	3078	7960	615
